CIK,Company,State/Country
0000832443,"SYCAMORE VENTURES, INC.SIC:7370- SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.formerly: EUROAMERICAN GROUP INC (filings through 2000-03-07)",CA
0000835012,COMMONWEALTH BANKSHARES INCSIC:6021- NATIONAL COMMERCIAL BANKS,VA
0000835409,CLARION TECHNOLOGIES INC/DE/SIC:3714- MOTOR VEHICLE PARTS &amp; ACCESSORIESformerly: CLARION HOUSE INC (filings through 1998-10-27),MI
0000835440,"WFG INVESTMENTS, INC.formerly: THE (WILSON) WILLIAMS FINANCIAL GROUP (filings through 2005-08-26)WILSON WILLIAMS FINANCNAL GROUP                         /BD (filings through 2002-08-27)",TX
0000835446,"G - W BROKERAGE GROUP, INC.",NJ
0000836346,ALLIANZ LIFE VARIABLE ACCOUNT B,MN
0000836616,PREMIER BANCSHARES INC /GASIC:6022- STATE COMMERCIAL BANKSformerly: FIRST ALLIANCE BANCORP (filings through 1997-01-07)FIRST ALLIANCE/PREMIER BANCSHARES INC (filings through 1997-03-31),GA
0000836658,VOYA INSURANCE &amp; ANNUITY CoSIC:6311- LIFE INSURANCEformerly: GOLDEN AMERICAN LIFE INSURANCE CO /NY/ (filings through 2003-11-14)ING USA ANNUITY &amp; LIFE INSURANCE CO (filings through 2014-08-27),PA
0000836892,WELLINGTON INVESTMENT SERVICES CORP.,WI
0000836902,"THE BENCHMARK COMPANY, LLCformerly: BENCHMARK PELLINORE GROUP INC                           /BD (filings through 2002-02-21)BENCHMARK-PELLINORE GROUP, INC. (filings through 2003-03-03)",NY
0000837010,VOYA RETIREMENT INSURANCE &amp; ANNUITY CoSIC:6311- LIFE INSURANCEformerly: AETNA LIFE INSURANCE &amp; ANNUITY CO /CT (filings through 2002-03-01)ING LIFE INSURANCE &amp; ANNUITY CO (filings through 2014-08-28),CT
0000837016,COMMONWEALTH ASSOCIATES,NY
0000837276,Voya INVESTORS TRUSTformerly: GCG TRUST (filings through 2003-04-30)ING INVESTORS TRUST (filings through 2014-04-07),AZ
0000837893,PARKER &amp; PARSLEY PRODUCING PROPERTIES 88-A LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GASformerly: PARKER &amp; PARSLEY PRODUCING PROPERTIES 88-A LTD (filings through 2001-04-17),TX
0000837910,PARK AVENUE PORTFOLIO,NY
0000839439,BBJ ENVIRONMENTAL TECHNOLOGIES INCSIC:4922- NATURAL GAS TRANSMISSIONformerly: OMEGA DEVELOPMENT INC (filings through 2000-03-30),FL
0000839458,MONROE BANK &amp; TRUST                                     /TA,
0000841193,"THE CHAMPION GROUP, INC.formerly: CHAMPION GROUP INC                                      /BD (filings through 2006-08-23)",TX
0000841667,MONARCH FINANCIAL CORPORATION OF AMERICAformerly: MONARCH FINANICAL CORP OF AMERICA /NY                   /BD (filings through 2002-11-26),NY
0000842706,PEMBROKE CAPITAL INCSIC:6770- BLANK CHECKS,A1
0000843996,OLD DOMINION CAPITAL MANAGEMENT INC                     /ADV,VA
0000844582,PARKER &amp; PARSLEY 89 A L PSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000844606,PARKER &amp; PARSLEY 89 B L PSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000844614,PARKER &amp; PARSLEY 90 A L PSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000844618,PARKER &amp; PARSLEY 90 B L PSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000844621,PARKER &amp; PARSLEY 90 C L PSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000844625,PARKER &amp; PARSLEY 89 B CONV LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000845775,ALLIANZ LIFE OF NY VARIABLE ACCOUNT Cformerly: PREFERRED LIFE VARIABLE ACCOUNT C (filings through 2003-01-02),NY
0000845806,G I HOLDINGS INCSIC:2800- CHEMICALS &amp; ALLIED PRODUCTS,DE
0000845833,MARK MORRIS ET AL,
0000845851,BLACKROCK ADVANTAGE TERM TRUST INC,DE
0000846124,"PILLAR FINANCIAL SERVICES, INC.formerly: PILLAR FINANCIAL SERVICES INC                           /BD (filings through 2002-03-07)",CA
0000846472,"INDEPENDENCE FEDERAL SAVINGS BANKSIC:6035- SAVINGS INSTITUTION, FEDERALLY CHARTERED",DC
0000846554,"WESTPORT RESOURCES INVESTMENT SERVICES, INC.",CT
0000846799,Voya BALANCED PORTFOLIO INCformerly: AETNA INVESTMENT ADVISERS FUND INC (filings through 2002-04-19)ING BALANCED PORTFOLIO INC (filings through 2014-04-07)ING VP BALANCED PORTFOLIO INC (filings through 2009-05-06),AZ
0000847389,ECOLOGY PURE AIR INTERNATIONAL INCSIC:4213- TRUCKING (NO LOCAL)formerly: MARK FOUR RESOURCES INC /DE/ (filings through 1996-05-17),NY
0000847538,CHESAPEAKE FINANCIAL SHARES INCSIC:6021- NATIONAL COMMERCIAL BANKS,VA
0000847942,STRATEGIC ACQUISITIONS INC /NV/SIC:6770- BLANK CHECKS,NY
0000850365,PASSPORT RESEARCH LTD,PA
0000850716,SEER CORP,
0000851246,"INDEPENDENCE CAPITAL CO., INC.formerly: INDEPENDENCE CAPITAL CO INC (filings through 2002-03-12)",OH
0000852203,"CBRE SERVICES, INC.SIC:6500- REAL ESTATEformerly: CB COMMERCIAL HOLDINGS INC (filings through 1996-12-16)CB COMMERCIAL REAL ESTATE SERVICES GROUP INC (filings through 1998-05-08)CB RICHARD ELLIS SERVICES INC (filings through 2011-01-14)",CA
0000853763,PHASE III INC,
0000854164,CCC GLOBALCOM CORPSIC:4813- TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)formerly: EMERALD CAPITAL INVESTMENTS INC /DE (filings through 2000-05-23),UT
0000855867,FIRST ALLIANCE MORTGAGE CO,
0000856070,INDEPENDENCE CAPITAL GROUP OF FUNDS INC,PA
0000856380,ALLIANZ GLOBAL INVESTORS DISTRIBUTORS LLCformerly: PA DISTRIBUTORS LLC (filings through 2005-02-25)PIMCO ADVISORS DISTRIBUTORS LLC (filings through 2004-02-27)PIMCO FUNDS DISTRIBUTORS LLC (filings through 2002-02-22),NY
0000857260,OLD COLONY INVESTMENT GROUP INC,MA
0000858572,HAWTHORNE INVESTMENT TRUST,MA
0000859182,GREAT AMERICAN GOLF WORKS INCSIC:7990- SERVICES-MISCELLANEOUS AMUSEMENT &amp; RECREATION,TX
0000860176,MARK ASSET MANAGEMENT CORP,NY
0000860721,PIPER GLOBAL FUNDS INC /MN,MN
0000860842,G INDUSTRIES CORP/DE,NJ
0000861050,CASH SYSTEMS INCSIC:6199- FINANCE SERVICESformerly: UNICOM INC /DE/ (filings through 1999-05-24)UNISTONE INC (filings through 2001-06-15),NV
0000862608,HALCYON MULTIPLE STRATEGIES L P,
0000863502,THE ENTERPRISE SECURITIES COMPANY,MI
0000863617,COMMONWEALTH BIOVENTURES III LP,ME
0000865341,"EURO-AMERICAN EQUITIES, INC.formerly: EURO AMERICAN EQUITIES INC                              /BD (filings through 2004-02-25)",WA
0000865858,"DAYSPRING INVESTMENT GROUP, INC.formerly: DAVID A POFF CO INC                                     /BD (filings through 2002-02-25)THE DAVID A. POFF COMPANY, INC. (filings through 2006-02-27)",MO
0000867063,VIRTUS FUNDSformerly: MEDALIST FUNDS (filings through 1995-01-25)SIGNET SELECT FUNDS (filings through 1994-07-26),PA
0000867297,ALLIANZ FUNDSformerly: PIMCO ADVISORS INSTITUTIONAL FUNDS (filings through 1996-02-05)PIMCO FUNDS EQUITY ADVISORS SERIES (filings through 1997-01-17)PIMCO FUNDS MULTI MANAGER SERIES (filings through 2005-03-28),NY
0000868273,PHOENIX ASSET RECOVERY CORPSIC:6770- BLANK CHECKS,UT
0000868432,GEM CAPITAL MANAGEMENT INC /ADV,NY
0000868667,EMERALD CAPITAL HOLDINGS INCSIC:3585- AIR COND &amp; WARM AIR HEATING EQUIP &amp; COMM &amp; INDL REFRIG EQUIP,FL
0000868824,PINE CAPITAL MANAGEMENT INC /CA/                        /ADVformerly: PINE CAPITAL MANAGEMENT INC /CA/ /ADV (filings through 2000-02-15),CA
0000869970,WESTERN AIRE CHEF INC,TX
0000870393,"PROVIDENCE CAPITAL, INC.formerly: PROVIDENCE CAPITAL INC                                  /BD (filings through 2003-03-03)PROVIDENCE CAPITAL INC /BD (filings through 1998-05-14)",NY
0000871156,WELLINGTON PARTNERS LIMITED PARTNERSHIP,
0000871364,PARKER &amp; PARSLEY 91-A LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000871367,PARKER &amp; PARSLEY 91-B LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000871826,OMEGA ENVIRONMENTAL INCSIC:1700- CONSTRUCTION SPECIAL TRADE CONTRACTORS,WA
0000872087,MARK INTERNATIONAL PARTNERS LP,D0
0000872604,BLACKROCK 1998 TERM TRUST INC,NJ
0000874805,TRENDALYSIS SECURITIES INC /ADV,TX
0000874872,STARBOARD PARTNERS LP,
0000875244,THE CARSON MEDLIN COMPANYformerly: CARSON MEDLIN CO                                        /BD (filings through 2003-02-27),FL
0000875267,"Federated Intermediate Government Fund, Inc.formerly: FEDERATED ADJUSTABLE RATE U S GOVERNMENT FUND INC (filings through 2000-04-25)FEDERATED LIMITED DURATION GOVERNMENT FUND INC (filings through 2004-05-27)FEDERATED LTD DURATION GOVERNMENT FUND INC (filings through 2005-02-15)FORTRESS ADJUSTABLE RATE U S GOVERNMENT FUND INC (filings through 1996-03-05)",PA
0000877233,Voya SERIES FUND INCformerly: AETNA SERIES FUND INC (filings through 2002-01-03)ING SERIES FUND INC (filings through 2014-04-03),AZ
0000877931,"Vertical Communications, Inc.SIC:7372- SERVICES-PREPACKAGED SOFTWAREformerly: ARTISOFT INC (filings through 2006-05-17)",MA
0000878012,"MYD MARKET, INCformerly: CFG FINANCIAL ASSOCIATES, INC. (filings through 2008-02-27)GEM FINANCIAL ASSOCIATE, INC. (filings through 2009-02-27)",NY
0000878307,GEM CAPITAL MANAGEMENT INC,NY
0000878313,WESTPORT RESOURCES MANAGEMENT INC,CT
0000878355,HENDERSON CITIZENS BANCSHARES INCSIC:6021- NATIONAL COMMERCIAL BANKS,TX
0000878927,OLD DOMINION FREIGHT LINE INC/VASIC:4213- TRUCKING (NO LOCAL),NC
0000879074,YORK CAPITAL MANAGEMENT L Pformerly: YORK CAPITAL MANAGEMENT L P /NY/ (filings through 2009-03-18),NY
0000879586,GREAT AMERICAN HOTELS &amp; RESORTS INCSIC:7011- HOTELS &amp; MOTELS,GA
0000880009,RESERVOIR CAPITAL CORPformerly: RESERVOIR CAPITAL CORPORATION (filings through 2008-07-30),A1
0000880394,"HENDERSON CAPITAL PARTNERS, LLCformerly: HENDERSON CAPITAL PARTNERS LLC                          /BD (filings through 2002-03-07)",CA
0000881235,EMERALD ADVISERS INC /PA/ /ADV,PA
0000882057,"GREAT AMERICAN INVESTORS, INC.",KS
0000882303,PILLAR FUNDS,MA
0000882342,PARKER &amp; PARSLEY 90-C CONV LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000882343,PARKER &amp; PARSLEY 90-B CONV LPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,TX
0000883233,PANORAMA PLUS SEPARATE ACCOUNT,CT
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.SIC:6282- INVESTMENT ADVICEformerly: DUFF &amp; PHELPS CORP (filings through 1995-03-10)PHOENIX DUFF &amp; PHELPS CORP (filings through 1999-02-08)PHOENIX INVESTMENT PARTNERS LTD/CT (filings through 2008-09-10)",CT
0000884122,PHOENIX MULTI SERIES TRUSTformerly: PHOENIX ASSET RESERVE (filings through 1996-02-28)PHOENIX GOODWIN MULTI SECTOR SHORT TERM BOND FUND (filings through 2001-06-27)PHOENIX MULTI SECTOR SHORT TERM BOND FUND (filings through 1999-08-27),MA
0000884299,GOODNOW EDWARD B,CT
0000884413,KAYNE RICHARD A,
0000884415,KAYNE ANDERSON INVESTMENT MANAGEMENT INC,CA
0000884533,GOODNOW GRAY &amp; CO,CT
0000885568,OLD DOMINION ELECTRIC COOPERATIVESIC:4911- ELECTRIC SERVICES,VA
0000885768,GLYNN CAPITAL MANAGEMENT LLC                            /ADV,CA
0000885998,CLARION AMERICAN SECURITIES INC.formerly: CLARION AMERICAN SECURITIES INC                         /BD (filings through 2002-03-22),WI
0000886925,HIGHBRIDGE CAPITAL CORPORATIONformerly: HIGHBRIDGE CAPITAL CORP                                 /BD (filings through 2003-03-03),E9
0000887124,"NINE WEST GROUP INC /DESIC:3140- FOOTWEAR, (NO RUBBER)",NY
0000887302,GS CAPITAL PARTNERS LP,NY
0000888874,NOMURA ASSET ACCEPTANCE CORPSIC:6189- ASSET-BACKED SECURITIESformerly: CAPCO AMERICA SECURITIZATION CORP (filings through 2001-04-06)NOMURA ASSET SECURITIES CORP (filings through 1998-02-18),NY
0000888875,TREND CAPITAL MANAGEMENT INC,MN
0000889005,Kerr-McGee (Nevada) LLCSIC:1311- CRUDE PETROLEUM &amp; NATURAL GASformerly: BELCO OIL &amp; GAS CORP (filings through 2001-06-14)WESTPORT RESOURCES CORP /NV/ (filings through 2004-07-01),OK
0000889127,BLACKROCK 2001 TERM TRUST INC,NJ
0000889898,GOTHAM APPAREL CORPSIC:2250- KNITTING MILLS,NY
0000890783,"Chilton Investment Partners, L.P.formerly: CHILTON INVESTMENT PARTNERS L P (filings through 2009-10-26)Chilton Investment Partners L.P. (filings through 2013-10-21)",CT
0000892507,EMERALD COAST SURGERY CENTER L P,TN
0000893554,GREAT AMERICAN RESERVE INSURANCE CO,IN
0000893663,PIPER INSTITUTIONAL FUNDS INC,MN
0000893731,BLACKROCK 1999 TERM TRUST INC,NJ
0000893810,G &amp; W FINANCIAL CORPSIC:6159- MISCELLANEOUS BUSINESS CREDIT INSTITUTION,GA
0000893991,"THE CAMELOT GROUP, INC.",FL
0000894651,"GREAT AMERICAN FINANCIAL RESOURCES INCSIC:6399- INSURANCE CARRIERS, NECformerly: AMERICAN ANNUITY GROUP INC (filings through 2000-03-29)",OH
0000894988,KLS ENVIRO RESOURCES INCSIC:1090- MISCELLANEOUS METAL ORES,TX
0000895126,CHESAPEAKE ENERGY CORPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,OK
0000895430,Voya MUTUAL FUNDSformerly: ING MUTUAL FUNDS (filings through 2014-04-10)NICHOLAS APPLEGATE MUTUAL FUNDS (filings through 1999-05-20)PILGRIM MUTUAL FUNDS (filings through 2002-01-28),AZ
0000896717,MICROCAP FUND INCformerly: COMMONWEALTH ASSOCIATES GROWTH FUND INC (filings through 1994-09-26)MICROCAP FUND IND (filings through 1995-01-13),NY
0000897217,BOSTON 1784 FUNDSformerly: 1784 FUNDS (filings through 1997-10-06),PA
0000897430,"TIG HOLDINGS INCSIC:6331- FIRE, MARINE &amp; CASUALTY INSURANCE",TX
0000897505,HYUNDAI AUTO RECEIVABLES TRUST 1993-ASIC:6189- ASSET-BACKED SECURITIES,CA
0000897506,"OLD AMERICA STORES INCSIC:5700- RETAIL-HOME FURNITURE, FURNISHINGS &amp; EQUIPMENT STORES",TX
0000898196,PAULSON CHESTER L F,
0000898198,PAULSON CHARLES,
0000898202,Omega Advisors Inc.,NY
0000898937,"JGB INTERNATIONAL, INC.formerly: JGB INTERNATIONAL INC (filings through 2004-04-05)",GA
0000898982,"REEF SECURITIES, INC.formerly: WESTERN AMERICAN SECURITIES CORP (filings through 2003-02-26)",TX
0000899136,ASIA CEMENT CORP                                        /FI,F5
0000899629,ACADIA REALTY TRUSTSIC:6798- REAL ESTATE INVESTMENT TRUSTSformerly: MARK CENTERS TRUST (filings through 1998-04-15),NY
0000899983,GOTHAM PARTNERS LP /NY/formerly: GOTHAM PARTNERS L P (filings through 1996-04-25),NY
0000900884,COMMONWEALTH BIOVENTURES INC,ME
0000901514,AMERICAN INVESTMENT NETWORK INCSIC:6311- LIFE INSURANCEformerly: GREAT AMERICAN INVESTMENT NETWORK INC (filings through 1997-02-24),MS
0000901571,NINER RICHARD T,
0000902219,WELLINGTON MANAGEMENT GROUP LLPformerly: WELLINGTON MANAGEMENT CO (filings through 1996-02-08)WELLINGTON MANAGEMENT CO LLP (filings through 2014-12-10),MA
0000902978,WESTERN ASSET EMERGING MARKETS INCOME FUND INC.formerly: EMERGING MARKETS INCOME FUND II INC (filings through 2003-01-30)SALOMON BROTHERS EMERGING MARKETS INCOME FUND II INC (filings through 2006-08-25)WESTERN ASSET EMERGING MARKETS INCOME FUND II INC. (filings through 2011-04-21),NY
0000903026,SANDLER MARION O,CA
0000903028,SANDLER HERBERT M,CA
0000903555,Investcorp S.A.formerly: INVESTCORP S A (filings through 2010-10-18),E9
0000903586,SPRINGS CO,SC
0000903737,VARDEMAN J REX,TX
0000904155,HYUNDAI MOTOR CO,M4
0000904489,BEACH LAURETTE M,PA
0000905004,BENEFIT FUNDING INC                                     /ADV,NH
0000905235,NEUBERGER BERMAN INCOME TRUSTformerly: NEUBERGER &amp; BERMAN INCOME TRUST (filings through 1998-06-29),NY
0000905293,GLAZER MALCOLM I,
0000906237,WESTERN ASSET 2008 WORLDWIDE DOLLAR GOVERNMENT TERM TRUST INC.formerly: SALOMON BROTHERS 2008 WORLDWIDE DOLLAR GOVERN TERM TRUST INC (filings through 2006-10-06),NY
0000906926,NEUBERGER BERMAN EQUITY TRUSTformerly: NEUBERGER &amp; BERMAN EQUITY TRUST (filings through 1998-08-05),NY
0000906938,FIRST ALLIANCE MORTGAGE CO /DE/SIC:6189- ASSET-BACKED SECURITIESformerly: FIRST ALLIANCE CORP  /DE/ (filings through 1996-11-12)FIRST ALLIANCE CORP /DE/ (filings through 1996-11-27)FIRST ALLIANCE MORTGAGE CO /CA/ (filings through 1996-05-23),CA
0000907242,MONARCH CASINO &amp; RESORT INCSIC:7011- HOTELS &amp; MOTELS,NV
0000908187,"PCM FUND, INC.formerly: PIMCO COMMERCIAL MORTGAGE SECURITIES TRUST INC (filings through 2007-05-30)",NY
0000908949,CAIRNS IVAN R,
0000908983,ADVANTAGE GFC LLCformerly: G F C PARTNERS LLC                                      /BD (filings through 2002-02-26),NY
0000909281,ONEOK Partners LPSIC:4922- NATURAL GAS TRANSMISSIONformerly: NORTHERN BORDER PARTNERS LP (filings through 2006-05-18),OK
0000909531,CAIRN ENERGY PLC,TX
0000910176,COMMONWEALTH BIOVENTURES V L P,ME
0000910406,HAIN CELESTIAL GROUP INCSIC:2000- FOOD &amp; KINDRED PRODUCTSformerly: HAIN FOOD GROUP INC (filings through 2000-03-13),NY
0000910603,FIRST ALLIANCE CORP /KY/SIC:6311- LIFE INSURANCE,KY
0000911028,THE STRATEGIC ALLIANCE CORPORATIONformerly: STRATEGIC ALLIANCE CORP                                 /BD (filings through 2002-03-01),NC
0000911270,GLYNN CAPITAL MANAGEMENT LLCformerly: GLYNN CAPITAL MANAGEMENT /CA/ (filings through 2001-02-12),CA
0000912152,FULCRUM TECHNOLOGIES INCSIC:7372- SERVICES-PREPACKAGED SOFTWARE,A6
0000912362,MAGNOLIA LADY INCSIC:7900- SERVICES-AMUSEMENT &amp; RECREATION SERVICES,NV
0000912429,PILLAR POINT CAPITAL MANAGEMENT INC                     /ADV,CA
0000912650,"VOYA FINANCIAL PARTNERS, LLCformerly: AETNA INVESTMENT SERVICES, LLC (filings through 2002-02-28)ING FINANCIAL ADVISERS, LLC (filings through 2014-03-04)",CT
0000913239,NORTHERN CAPITAL MANAGEMENT INC,WA
0000913899,"ROUND HILL SECURITIES, INC.",CA
0000913998,"TIG ARBITRAGE ASSOCIATES MASTER FUND, L.P.formerly: ARBITRAGE ASSOCIATES L.P. (filings through 2010-06-24)ARBITRAGE ASSOOCIATES L P (filings through 2009-11-13)",E9
0000914228,NEUBERGER BERMAN EQUITY ASSETSformerly: NEUBERGER &amp; BERMAN EQUITY ASSETS (filings through 1998-10-23),NY
0000914979,VECTOR LATER STAGE EQUITY FUND L P,IL
0000915350,FORECAST GROUP LPSIC:1520- GEN BUILDING CONTRACTORS - RESIDENTIAL BUILDINGS,CA
0000915444,"OrbiMed Partners, L.P.formerly: CADUCEUS CAPITAL L P (filings through 2010-03-12)Caduceus Capital, L.P. (filings through 2013-03-12)",NY
0000916080,HENDERSON DAILY WITHROW &amp; DEVOE,IN
0000916513,FORECROSS CORPSIC:7372- SERVICES-PREPACKAGED SOFTWARE,CA
0000916542,ACADIAN ASSET MANAGEMENT LLCformerly: ACADIAN ASSET MANAGEMENT INC /MA/ (filings through 2007-11-13),MA
0000916845,"G &amp; W EQUITY SALES, INC.formerly: G &amp; W EQUITY SALES INC                                  /BD (filings through 2002-03-05)",IN
0000917097,INDEPENDENCE BANCSHARES INC,IA
0000917112,STARWOOD CAPITAL GROUP LP /ADV,CT
0000917423,HARVEST CAPITAL LLC,CT
0000917573,JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT Eformerly: CONSECO VARIABLE ANNUITY ACCOUNT E (filings through 2003-05-01)GREAT AMERICAN RESERVE VARIABLE ANNUITY ACCOUNT E (filings through 1999-02-25),KY
0000918040,UNICOM CORPSIC:4911- ELECTRIC SERVICESformerly: CECO HOLDING CO (filings through 1994-03-14),IL
0000918708,WESTERN ASSET EMERGING MARKETS FLOATING RATE FUND INC.formerly: EMERGING MARKETS FLOATING RATE FUND INC (filings through 2003-04-29)SALOMON BROTHERS EMERGING MARKETS FLOATING RATE FUND INC (filings through 2006-08-25),NY
0000918960,"FIRST ALERT INCSIC:3669- COMMUNICATIONS EQUIPMENT, NEC",IL
0000918997,AQUENTIUM INCSIC:1540- GENERAL BUILDING CONTRACTORS - NONRESIDENTIAL BUILDINGSformerly: VECTOR ENVIRONMENTAL TECHNOLOGIES INC (filings through 1997-04-08)WATERPUR INTERNATIONAL INC (filings through 1999-05-20),CA
0000919085,PERRY CORP,NY
0000919185,HIGHBRIDGE CAPITAL MANAGEMENT LLC,NY
0000919320,"ARJENT LTD.formerly: VC ARJENT LTD. (filings through 2006-03-01)VERTICAL CAPITAL PARTNERS, INC. (filings through 2005-03-01)",NY
0000920000,FORE SYSTEMS INC /DE/SIC:3576- COMPUTER COMMUNICATIONS EQUIPMENT,PA
0000920110,GREAT AMERICAN COOKIE CO INCSIC:5412- RETAIL-CONVENIENCE STORES,UT
0000921271,"VOYA AMERICA EQUITIES, INC.formerly: ING AMERICA EQUITIES INC                                /BD (filings through 2002-02-22)ING AMERICA EQUITIES, INC. (filings through 2014-03-04)",CT
0000922908,TPP BALANCED PORTFOLIOformerly: PREMIUM PORTFOLIOS (filings through 1998-08-25),
0000922978,TREND LINES INCSIC:5961- RETAIL-CATALOG &amp; MAIL-ORDER HOUSES,MA
0000923030,STARWOOD INVESTMENTS LP,KS
0000923185,PREMIER VITformerly: OCC ACCUMULATION TRUST (filings through 2003-05-09)PIMCO ADVISORS VIT (filings through 2005-04-21)QUEST FOR VALUE ACCUMULATION TRUST (filings through 1996-02-29),NY
0000923878,PAULSON ALLEN E,CA
0000924182,MARSHALL &amp; ILSLEY TRUST CO OF FLORIDA,FL
0000924284,EURO DISNEY S C ASIC:7997- SERVICES-MEMBERSHIP SPORTS &amp; RECREATION CLUBS,I0
0000924700,"GREAT AMERICAN ADVISORS, INC.formerly: GREAT AMERICAN ADVISORS INC                             /BD (filings through 2002-02-28)",OH
0000925398,MONARCH CAPITAL MANAGEMENT INC /ADV,IN
0000925449,SANDLER GORDON,FL
0000926376,JANAL LTD PARTNERSHIP,AZ
0000926393,"SAMUELS CHASE &amp; CO., INC.formerly: SAMUELS CHASE &amp; CO INC (filings through 2002-02-28)",CA
0000926416,KAYNE ANDERSON CAPITAL ADVISORS LP                      /ADV,CA
0000926450,HYUNDAI ELECTRONICS INDUSTRIES CO LTD/FA,M5
0000927086,PREMIUM PORTFOLIOS /formerly: EQUITY PORTFOLIO/NY (filings through 1998-03-02)LARGE CAP GROWTH PORTFOLIO (filings through 1998-10-30),NY
0000927337,WOLVERINE TRADING LP                                    /BD,IL
0000927967,"STARBOARD CAPITAL MARKETS, LLCformerly: STARBOARD CAPITAL MARKETS INC                           /BD (filings through 2002-03-21)STARBOARD CAPITAL MARKETS, INC. (filings through 2003-02-27)",PA
0000928870,SANDLER ANDREW,NY
0000928953,PARAGON REAL ESTATE EQUITY &amp; INVESTMENT TRUSTSIC:6798- REAL ESTATE INVESTMENT TRUSTSformerly: STONEHAVEN REALTY TRUST (filings through 2003-07-08)WELLINGTON PROPERTIES TRUST (filings through 2000-01-13),TX
0000929867,STARWOOD MEZZANINE INVESTORS LP,CT
0000929965,CHESAPEAKE BANK,VA
0000930373,"TWIN CITY BANCORP INCSIC:6035- SAVINGS INSTITUTION, FEDERALLY CHARTERED",TN
0000931074,"PERRY COUNTY FINANCIAL CORPSIC:6035- SAVINGS INSTITUTION, FEDERALLY CHARTERED",MO
0000931515,PINE GROVE PARTNERS L P,NJ
0000931921,HIGHBRIDGE CAPITAL CORP,NY
